,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
561,Conradt,-1.11301,2.17253,999.80936,-100.54592,-4.77957,Syster och Bro,-1.22291,0.53066,5474.49333,-89184.61149,True,False,-105.74573
562,Maki,1.88664,-0.43761,999.77643,-100.66770,0.96274,Syster och Bro,-0.42945,0.39123,5472.55312,-89185.89069,True,False,44.22025
563,Sturm,0.01619,0.90274,999.94472,-100.19654,-1.98603,Alfvensalen,1.71619,-0.13103,5473.94077,-89185.51861,True,False,-49.21833
564,Conradt,-0.25948,1.25059,999.89573,-100.33278,-2.75130,Alfvensalen,-0.02319,-0.49136,5476.18124,-89183.53421,True,False,-63.02607
565,Conradt,-0.03626,1.19942,999.78743,-100.62067,-2.63873,7-11,0.82031,1.44003,5474.91749,-89183.94555,True,False,-51.91905
566,Conradt,-0.60941,1.51560,999.76054,-100.75550,-3.33432,Alfvensalen,-0.61491,1.34172,5475.80053,-89186.44636,True,False,-80.59041
567,Maki,1.29037,-0.36230,999.97194,-100.11361,0.79706,7-11,-0.57085,0.28164,5476.53618,-89186.77750,True,False,14.50455
568,Maki,1.53204,-0.53633,999.76039,-100.73426,1.17993,Syster och Bro,1.23320,-0.28693,5476.70576,-89188.49663,True,False,26.48195
569,Sturm,1.16282,0.00819,999.93673,-100.18438,-0.01801,7-11,-0.99373,0.63739,5475.59932,-89185.95794,True,False,8.10958
570,Sturm,2.09004,-0.97000,999.78107,-100.64818,2.13400,Biblioteket,1.50795,0.54645,5474.66462,-89186.75027,True,False,54.39265
571,Sturm,1.71184,-0.79460,999.64488,-101.09573,1.74812,Biblioteket,0.27999,0.54164,5474.17401,-89186.07567,True,False,35.41456
572,Maki,-1.02389,2.05327,999.90581,-100.31214,-4.51718,Biblioteket,0.52370,0.18035,5472.22334,-89183.60862,True,False,-101.24138
573,Sturm,1.85283,-1.06235,999.89938,-100.31778,2.33716,Syster och Bro,-0.38391,0.68385,5474.76154,-89185.55863,True,False,42.59118
574,Conradt,1.05262,0.01011,999.90951,-100.29073,-0.02224,7-11,0.55736,-1.37726,5473.66833,-89185.81285,True,False,2.58599
575,Conradt,0.87674,0.03851,999.86028,-100.46308,-0.08472,Alfvensalen,-0.37659,-0.41725,5474.94507,-89186.09318,True,False,-6.23294
576,Sturm,0.08895,0.89024,999.86563,-100.41980,-1.95854,7-11,1.46708,-1.46337,5473.17849,-89186.36638,True,False,-45.61970
577,Sturm,0.50631,0.57381,999.82287,-100.54161,-1.26239,Östra Station,-0.35010,1.13946,5471.53940,-89185.92262,True,False,-24.77317
578,Conradt,-0.39333,1.37043,999.77521,-100.65277,-3.01494,7-11,-1.14884,2.27002,5473.74999,-89184.94101,True,False,-69.77912
579,Conradt,2.20680,-0.85807,999.86947,-100.40491,1.88776,Syster och Bro,-0.06807,0.98014,5475.52996,-89186.25460,True,False,60.27461
580,Sturm,2.58148,-1.56762,999.61720,-101.17309,3.44877,Biblioteket,0.55198,-0.30343,5476.15081,-89185.18070,True,False,78.88245
581,Conradt,2.89790,-1.93847,999.85637,-100.42586,4.26463,Biblioteket,0.45471,0.01609,5477.34649,-89190.00381,True,False,94.82323
582,Sturm,2.14274,-1.31063,999.71628,-100.91278,2.88339,Biblioteket,1.35034,-1.67886,5473.91451,-89186.75861,True,False,56.99539
583,Sturm,1.31683,-0.33502,999.69765,-100.88146,0.73704,Syster och Bro,1.72249,-2.17857,5471.53747,-89189.50717,True,False,15.69009
584,Sturm,2.93549,-1.88957,999.60945,-101.22104,4.15704,Biblioteket,-1.48474,0.52246,5474.58677,-89185.14092,True,False,96.57924
585,Sturm,3.61334,-2.65646,999.78775,-100.62162,5.84422,Biblioteket,-1.64379,1.11156,5475.55234,-89186.44512,True,False,130.56099
586,Maki,1.40893,-0.54661,999.94215,-100.20649,1.20255,Alfvensalen,0.49745,-0.89761,5474.44723,-89186.81637,True,False,20.41754
587,Sturm,0.30275,0.68146,999.85945,-100.44751,-1.49920,Östra Station,1.17430,-1.34352,5473.39171,-89186.49576,True,False,-34.93288
588,Sturm,-0.87219,2.01617,999.84944,-100.47643,-4.43558,Syster och Bro,-0.06680,-2.04026,5475.13985,-89185.19293,True,False,-93.68462
589,Sturm,0.70700,0.44829,999.87577,-100.42324,-0.98624,Östra Station,-0.46559,-1.16064,5474.59877,-89187.18393,True,False,-14.71211
590,Maki,1.62626,-0.93480,999.89539,-100.32502,2.05657,Syster och Bro,-1.26446,0.07911,5474.62323,-89186.44448,True,False,31.26064
591,Conradt,1.11977,-0.21303,999.77379,-100.72421,0.46866,Entré,0.52378,0.86698,5478.29492,-89187.52694,True,False,5.87548
592,Maki,3.13580,-2.16377,999.86210,-100.44087,4.76029,Biblioteket,-0.42528,0.66846,5478.03384,-89187.04248,True,False,106.72112
593,Maki,-0.10208,1.24316,999.95827,-100.14664,-2.73496,Entré,-0.40277,-0.36673,5474.36785,-89187.27698,True,False,-55.12498
594,Sturm,1.44438,-0.52718,999.85078,-100.47712,1.15980,Entré,1.56326,-1.25776,5475.38248,-89185.86763,True,False,22.14449
595,Maki,0.19770,0.89523,999.73425,-100.80128,-1.96952,Östra Station,0.37225,-0.56778,5474.16123,-89184.90399,True,False,-40.24788
596,Conradt,0.65902,0.28804,999.92148,-100.24139,-0.63368,Östra Station,-0.30833,-0.76005,5475.97305,-89185.11155,True,False,-17.08814
597,Conradt,0.43311,0.46396,999.89343,-100.36934,-1.02070,Östra Station,-0.70938,0.05314,5475.82938,-89184.22642,True,False,-28.39787
598,Conradt,0.03281,1.22227,999.79712,-100.63204,-2.68900,7-11,2.05778,-1.45196,5475.76517,-89183.44072,True,False,-48.46099
599,Sturm,0.72692,0.32956,999.93034,-100.21299,-0.72504,Östra Station,0.08739,0.73894,5476.48674,-89184.95218,True,False,-13.68901
600,Maki,-0.13786,1.21742,999.78258,-100.67393,-2.67833,7-11,2.09219,0.18392,5474.52415,-89187.03769,True,False,-57.00162
601,Conradt,0.94008,0.20870,999.72619,-100.85400,-0.45915,Lindstedvägen 24,-0.30681,1.56305,5477.43204,-89187.74360,True,False,-3.13307
602,Sturm,2.77676,-1.74666,999.95866,-100.19202,3.84265,Biblioteket,0.86542,1.70767,5472.71791,-89187.21056,True,False,88.81728
603,Sturm,2.18764,-0.97875,999.79824,-100.59445,2.15325,Biblioteket,0.33199,-2.16375,5472.04226,-89184.78825,True,False,59.28104
604,Conradt,0.50669,0.65103,999.79365,-100.62693,-1.43227,Östra Station,2.76129,2.80304,5478.60160,-89189.66772,True,False,-24.76860
605,Maki,0.12957,0.76840,999.90350,-100.32172,-1.69049,7-11,1.13264,-0.04783,5474.75874,-89187.85482,True,False,-43.56972
606,Conradt,0.91012,0.20930,999.70743,-100.88498,-0.46047,Lindstedvägen 24,1.83142,0.02024,5474.19961,-89186.96098,True,False,-4.64033
607,Sturm,1.80240,-0.81831,999.80731,-100.61844,1.80028,Biblioteket,0.77398,-1.05954,5472.32222,-89184.45886,True,False,40.02380
608,Sturm,1.13601,-0.08264,999.91812,-100.32099,0.18181,7-11,-0.64430,0.85500,5475.38643,-89186.01365,True,False,6.75975
609,Sturm,1.42514,-0.28905,999.67249,-100.97726,0.63591,Biblioteket,1.77391,-1.46653,5473.75411,-89186.31701,True,False,21.09305
610,Conradt,2.40400,-1.66190,999.83355,-100.54030,3.65619,Biblioteket,0.82251,-1.14600,5480.19968,-89189.64954,True,False,70.11655
611,Sturm,1.26260,-0.49494,999.91764,-100.29720,1.08886,Lindstedvägen 24,-0.53215,0.38369,5475.75346,-89185.97160,True,False,13.08889
612,Conradt,1.73038,-0.67398,999.83675,-100.48858,1.48275,Syster och Bro,0.82661,0.81431,5474.92398,-89187.82078,True,False,36.43754
613,Maki,3.05845,-2.03665,999.95314,-100.16276,4.48063,Biblioteket,-0.33935,0.81001,5471.05984,-89186.52019,True,False,102.89902
614,Sturm,1.47386,-0.45866,999.77385,-100.66375,1.00905,Syster och Bro,0.13532,0.57139,5474.22294,-89186.27922,True,False,23.58011
615,Sturm,2.54436,-1.43866,999.68297,-100.93147,3.16504,Biblioteket,1.01902,0.70027,5475.08019,-89186.69245,True,False,77.05956
616,Sturm,-0.48441,1.67165,999.69116,-100.90067,-3.67764,7-11,-0.55825,-0.24493,5471.91050,-89183.24611,True,False,-74.37493
617,Sturm,1.62842,-0.56461,999.93691,-100.18287,1.24215,Alfvensalen,-2.82298,3.33933,5475.31802,-89185.03581,True,False,31.38958
618,Sturm,2.66550,-1.53607,999.91055,-100.30524,3.37935,Biblioteket,-1.05720,1.43622,5475.03994,-89187.68287,True,False,83.23008
619,Sturm,-1.13321,1.89972,999.86009,-100.43596,-4.17939,Syster och Bro,1.97787,-3.78276,5473.70233,-89187.58912,True,False,-106.73024
620,Sturm,1.07817,-0.12778,999.94471,-100.19700,0.28111,7-11,0.56510,-0.28701,5473.28293,-89186.91606,True,False,3.88069
621,Maki,-0.78850,1.66736,999.93810,-100.22780,-3.66820,Syster och Bro,0.28000,-0.13392,5473.58561,-89186.92159,True,False,-89.45571
622,Sturm,3.86772,-3.00068,999.98995,-100.04547,6.60150,Biblioteket,1.37572,-0.93813,5473.64622,-89183.85220,False,False,143.38091
623,Sturm,0.79331,0.27320,999.90298,-100.32484,-0.60104,Östra Station,0.11203,-0.29861,5475.68563,-89187.43499,True,False,-10.38292
624,Maki,0.67714,0.16324,999.77770,-100.68673,-0.35913,Alfvensalen,1.45051,0.05389,5477.69512,-89186.38910,True,False,-16.25400
625,Maki,0.68922,0.20206,999.72893,-100.81264,-0.44453,Lindstedvägen 24,-0.53471,-0.73501,5479.02279,-89185.69949,True,False,-15.67468
626,Sturm,0.41859,0.53612,999.71472,-100.86214,-1.17946,Alfvensalen,-3.39295,1.12598,5473.35154,-89186.00520,True,False,-29.21292
627,Sturm,-1.68538,2.74280,999.90334,-100.29872,-6.03416,Biblioteket,-0.94066,-0.89723,5474.52211,-89186.55227,True,False,-134.31722
628,Maki,0.89651,0.16292,999.73460,-100.80937,-0.35843,Lindstedvägen 24,0.33110,0.35945,5479.01247,-89185.55103,True,False,-5.30720
629,Sturm,1.76073,-0.70544,999.95838,-100.17426,1.55197,Lindstedvägen 24,0.39107,-0.17797,5473.40542,-89185.32887,True,False,38.01553
630,Maki,2.19476,-1.03899,999.79409,-100.62174,2.28578,Biblioteket,-1.31651,1.30630,5478.54996,-89184.30687,True,False,59.63510
631,Conradt,2.08217,-1.13890,999.87632,-100.41927,2.50557,Biblioteket,1.43488,1.45407,5477.35326,-89182.97587,True,False,54.04663
632,Maki,-0.42473,1.59233,999.91538,-100.29201,-3.50313,Entré,0.55298,0.32740,5472.44827,-89185.56865,True,False,-71.27889
633,Sturm,0.80552,0.24934,999.96741,-100.14986,-0.54855,Östra Station,1.53563,-0.92823,5474.52685,-89185.16389,True,False,-9.74017
634,Conradt,1.10733,0.15716,999.79846,-100.58500,-0.34576,Alfvensalen,1.21595,-0.29901,5474.32091,-89186.12021,True,False,5.26582
635,Conradt,2.84110,-1.77535,999.72143,-100.81354,3.90578,Biblioteket,-1.37685,-0.38214,5473.00291,-89183.65674,True,False,91.91571
636,Maki,0.51020,0.19640,999.76268,-100.71261,-0.43209,Alfvensalen,-0.02887,-1.49415,5477.01710,-89186.64780,True,False,-24.60848
637,Sturm,2.10760,-1.01720,999.78762,-100.62622,2.23785,Biblioteket,-1.35289,2.78166,5474.74907,-89184.44379,True,False,55.27374
638,Conradt,1.31625,-0.23787,999.74474,-100.79987,0.52332,Syster och Bro,0.64333,1.61781,5476.77634,-89184.51828,True,False,15.68495
639,Sturm,0.17464,0.96564,999.78033,-100.64342,-2.12440,Östra Station,0.15798,-0.43468,5474.59982,-89186.17366,True,False,-41.37776
640,Conradt,0.90355,0.35600,999.79416,-100.64372,-0.78319,7-11,1.13724,2.46276,5477.28542,-89187.41457,True,False,-4.92526
641,Conradt,3.21747,-2.08135,999.76959,-100.67025,4.57897,Biblioteket,1.42084,0.28838,5472.90747,-89185.09677,True,False,110.75850
642,Sturm,1.65286,-0.59252,999.87034,-100.46439,1.30354,Entré,0.91305,-1.38823,5474.49883,-89186.50125,True,False,32.57810
643,Maki,2.02192,-1.02269,999.75742,-100.74398,2.24991,Biblioteket,0.44605,-0.43736,5476.49152,-89185.88316,True,False,50.97448
644,Sturm,2.87739,-1.92219,999.73748,-100.80226,4.22882,Biblioteket,-2.20176,2.83543,5475.13806,-89186.33259,True,False,93.73849
645,Maki,0.65523,0.22747,999.97063,-100.10714,-0.50044,Östra Station,1.11542,1.09083,5478.73364,-89185.15161,True,False,-17.25330
646,Sturm,0.04037,0.72082,999.65154,-101.03191,-1.58579,Alfvensalen,1.77295,-3.37887,5475.34187,-89187.21083,True,False,-48.15595
647,Sturm,0.80235,0.34835,999.86039,-100.46568,-0.76637,7-11,-2.29265,-0.31808,5474.01495,-89185.55798,True,False,-9.95206
648,Conradt,1.11569,-0.15211,999.80696,-100.62305,0.33464,Lindstedvägen 24,-1.03117,0.14036,5479.71961,-89187.30552,True,False,5.68781
649,Sturm,2.45025,-1.58622,999.72438,-100.85193,3.48968,Biblioteket,0.78591,-1.27812,5475.12308,-89185.94375,True,False,72.37476
650,Maki,1.02242,-0.15044,999.92225,-100.24473,0.33097,7-11,-0.22525,0.05697,5476.04895,-89187.32411,True,False,1.08204
651,Conradt,0.24169,1.04206,999.79782,-100.59398,-2.29252,7-11,-1.32546,-2.08019,5475.14364,-89185.59314,True,False,-38.01674
Då i vårt mörka hus, stiger med tända ljus,
652,Maki,0.93833,-0.09671,999.94030,-100.22075,0.21276,7-11,-0.85472,1.15895,5478.90757,-89184.86282,True,False,-3.11338
653,Conradt,0.94350,0.02246,999.78736,-100.65565,-0.04940,Lindstedvägen 24,0.07166,-2.23810,5476.87872,-89185.14691,True,False,-2.93144
654,Sturm,1.16196,-0.07147,999.88437,-100.34402,0.15724,Alfvensalen,1.75711,-2.41420,5472.28004,-89185.17271,True,False,8.04028
655,Sturm,0.67912,0.49581,999.73824,-100.82764,-1.09077,Alfvensalen,-0.43409,-0.41891,5474.82477,-89186.56917,True,False,-16.17491
656,Conradt,0.19136,0.85805,999.87395,-100.41629,-1.88770,7-11,-0.38053,-0.87232,5474.11054,-89184.56603,True,False,-40.49499
657,Conradt,-0.79106,1.92828,999.79508,-100.65070,-4.24222,Entré,0.81023,-0.57200,5475.37957,-89185.04783,True,False,-89.65567
658,Sturm,1.34645,-0.32584,999.77290,-100.70495,0.71685,Syster och Bro,-0.14589,0.71800,5472.36753,-89186.55451,True,False,17.20911
659,Conradt,-0.30605,1.13265,999.76787,-100.67808,-2.49183,7-11,-1.66601,0.01607,5476.57936,-89185.92302,True,False,-65.41859
660,Maki,0.81433,0.17462,999.78032,-100.65580,-0.38417,Alfvensalen,0.85326,-0.65072,5479.85583,-89185.27654,True,False,-9.39309
661,Sturm,-0.88344,1.90326,999.85433,-100.44963,-4.18717,Syster och Bro,-3.93183,2.27143,5475.21518,-89185.34124,True,False,-94.24506
662,Sturm,1.95625,-0.83175,999.64936,-101.10522,1.82985,Biblioteket,0.07254,0.07923,5471.87459,-89188.34282,True,False,47.63725
663,Sturm,-0.42608,1.43355,999.83559,-100.49673,-3.15382,Alfvensalen,0.09418,0.51457,5474.04025,-89185.82923,True,False,-71.38597
664,Maki,1.34580,-0.55862,999.90048,-100.31630,1.22896,Lindstedvägen 24,-0.52011,0.25187,5472.91419,-89184.78850,True,False,17.24023
665,Maki,-0.59176,1.63739,999.97860,-100.10194,-3.60225,Syster och Bro,0.47519,-0.06395,5473.67852,-89188.26820,True,False,-79.59858
666,Sturm,1.39160,-0.51242,999.95493,-100.13588,1.12733,Alfvensalen,-0.23363,0.31664,5472.71458,-89185.85729,True,False,19.55759
667,Maki,0.70747,0.19425,999.75776,-100.72282,-0.42734,Alfvensalen,-0.00619,0.83271,5472.75497,-89186.14234,True,False,-14.74751
668,Maki,0.89275,0.02857,999.88757,-100.35508,-0.06285,7-11,0.08553,-0.72151,5474.09051,-89185.80998,True,False,-5.41877
669,Sturm,-0.74592,1.60040,999.67032,-101.00785,-3.52089,7-11,1.41097,-1.46921,5473.83316,-89186.40333,True,False,-87.46073
670,Sturm,0.91971,0.14287,999.76530,-100.67665,-0.31431,Alfvensalen,0.95402,-0.84243,5474.51152,-89184.31893,True,False,-4.13195
671,Sturm,1.97380,-1.08970,999.86727,-100.47068,2.39733,Biblioteket,-0.34280,-0.34597,5472.62747,-89184.68015,True,False,48.62388
672,Maki,1.21358,0.03237,999.85742,-100.44679,-0.07122,Alfvensalen,0.22026,-0.97134,5479.41481,-89185.45049,True,False,10.60785
673,Conradt,1.46823,-0.49109,999.79518,-100.63700,1.08039,Syster och Bro,-1.08685,1.23265,5474.93962,-89185.69677,True,False,23.30920
674,Sturm,1.64953,-0.63886,999.77559,-100.64373,1.40548,Syster och Bro,1.56154,0.40345,5474.42417,-89189.13791,True,False,32.36438
675,Sturm,1.44886,-0.72953,999.64961,-101.04305,1.60496,Biblioteket,-0.08104,0.52399,5474.99489,-89185.85154,True,False,22.26776
676,Sturm,1.13532,0.03339,999.69481,-100.92408,-0.07345,Entré,0.31465,-0.60156,5471.98860,-89186.38190,True,False,6.61346
677,Sturm,2.12369,-1.18314,999.69947,-100.86845,2.60291,Biblioteket,0.07788,-0.76467,5473.70048,-89187.27008,True,False,56.03427
678,Sturm,2.23913,-1.30187,999.78728,-100.69949,2.86411,Biblioteket,-1.00109,-0.39876,5472.55363,-89185.33973,True,False,61.85008
679,Conradt,-0.32393,1.31972,999.78025,-100.67611,-2.90339,7-11,0.56944,-2.85051,5473.89772,-89183.02130,True,False,-66.30639
680,Maki,1.07492,-0.07560,999.89873,-100.32409,0.16631,7-11,0.58800,-0.82865,5473.69994,-89186.29981,True,False,3.69540
681,Conradt,3.16029,-2.11697,999.88978,-100.37748,4.65733,Biblioteket,-0.44196,-1.06988,5475.80352,-89184.08027,True,False,107.95952
682,Sturm,0.98748,0.20987,999.89032,-100.41525,-0.46172,7-11,-1.28640,0.57442,5474.45455,-89186.77823,True,False,-0.68071
683,Maki,0.61160,0.19251,999.87693,-100.40021,-0.42351,7-11,-0.22376,0.05735,5474.79895,-89186.48513,True,False,-19.48154
684,Conradt,0.93459,0.08869,999.86376,-100.41008,-0.19511,7-11,-0.68203,-1.57444,5474.94328,-89183.10418,True,False,-3.33853
685,Sturm,1.76518,-0.72439,999.65800,-101.04531,1.59365,Biblioteket,0.22392,-1.77367,5475.50611,-89184.59173,True,False,38.08797
686,Sturm,1.89681,-0.80650,999.65855,-100.99220,1.77429,Biblioteket,0.54770,0.32003,5474.06509,-89189.17708,True,False,44.67000
687,Conradt,0.27337,0.51727,999.87141,-100.44366,-1.13800,Östra Station,-2.44234,0.16489,5474.29649,-89185.55396,True,False,-36.39565
688,Sturm,-0.48449,1.37713,999.88111,-100.40907,-3.02968,Lindstedvägen 24,1.32203,-0.63066,5473.53491,-89184.09863,True,False,-74.28375
689,Maki,0.73545,0.24905,999.74636,-100.77459,-0.54791,Alfvensalen,-0.23091,-0.38880,5473.09088,-89185.25281,True,False,-13.35408
690,Sturm,0.30742,0.50346,999.93652,-100.26478,-1.10762,Östra Station,-0.59207,-0.32486,5474.87425,-89186.68649,True,False,-34.66092
691,Sturm,0.95411,0.04797,999.75423,-100.72100,-0.10554,Lindstedvägen 24,-0.27744,1.08525,5473.87049,-89185.78824,True,False,-2.41735
692,Sturm,0.71802,0.14988,999.73015,-100.81518,-0.32974,Lindstedvägen 24,0.68617,-0.56838,5473.92323,-89185.93329,True,False,-14.23395
693,Sturm,1.39755,-0.33211,999.93599,-100.28419,0.73064,Alfvensalen,2.02426,0.56792,5473.40951,-89185.74542,True,False,19.84546
694,Sturm,2.26745,-1.15820,999.72451,-100.86670,2.54804,Biblioteket,-0.06580,-0.71308,5475.55358,-89186.21168,True,False,63.23485
695,Sturm,0.89683,0.12817,999.66776,-100.96155,-0.28197,Entré,2.95424,-1.69181,5474.42095,-89184.45897,True,False,-5.32443
696,Maki,2.18838,-1.30107,999.82918,-100.51803,2.86235,Biblioteket,0.63787,0.06904,5475.10365,-89185.80673,True,False,59.33356
697,Sturm,0.89789,0.15759,999.76075,-100.70836,-0.34670,Alfvensalen,-0.43829,-2.53079,5474.55949,-89186.42371,True,False,-5.22521
698,Maki,0.57901,0.26594,999.96750,-100.12926,-0.58506,Östra Station,-0.19930,-0.00788,5473.32051,-89185.35209,True,False,-21.06579
699,Sturm,0.49784,0.54105,999.96247,-100.13874,-1.19030,7-11,2.14234,-0.58355,5474.46277,-89188.96786,True,False,-25.12688
700,Sturm,0.64080,0.16775,999.63024,-101.13429,-0.36906,Syster och Bro,-2.17970,0.72402,5474.14801,-89184.44062,True,False,-18.14488
701,Sturm,1.73174,-0.55763,999.96439,-100.12518,1.22679,Alfvensalen,0.11425,0.52514,5475.92008,-89181.98813,True,False,36.56921
702,Sturm,0.04141,0.94068,999.66839,-100.95132,-2.06950,7-11,-0.56336,2.77225,5474.42292,-89186.60463,True,False,-48.09551
703,Sturm,-0.19159,1.11148,999.81574,-100.61294,-2.44526,7-11,-1.58245,-0.14945,5473.01247,-89185.83546,True,False,-59.67153
704,Maki,2.21061,-1.20952,999.74795,-100.74878,2.66094,Biblioteket,-0.17438,1.57234,5479.14264,-89185.84046,True,False,60.40459
705,Conradt,1.76772,-0.85824,999.86318,-100.42311,1.88813,Syster och Bro,2.20456,-0.82311,5478.29490,-89186.76409,True,False,38.31770
706,Sturm,1.71925,-0.62009,999.95478,-100.14620,1.36419,Alfvensalen,0.58145,-0.78225,5474.70648,-89187.27745,True,False,35.94001
707,Conradt,1.67035,-0.63916,999.91733,-100.26345,1.40615,Lindstedvägen 24,1.53351,-0.16834,5474.13766,-89186.57455,True,False,33.47637
708,Sturm,0.00377,0.96543,999.64366,-101.07179,-2.12394,7-11,-0.48219,0.20048,5473.46141,-89185.65790,True,False,-49.98951
709,Maki,2.93782,-1.72755,999.76117,-100.73199,3.80062,Biblioteket,0.63167,0.77562,5472.97476,-89184.83454,True,False,96.77165
710,Sturm,1.53136,-0.40861,999.84871,-100.52745,0.89893,Entré,-0.48637,0.58904,5472.39298,-89185.96215,True,False,26.49255
711,Sturm,-0.15253,0.87727,999.91801,-100.33090,-1.92999,7-11,-1.14254,0.50189,5473.75233,-89185.12467,True,False,-57.66735
712,Sturm,-0.05164,1.00832,999.87149,-100.43551,-2.21830,7-11,0.98538,-0.95079,5475.90256,-89185.84389,True,False,-52.64635
713,Conradt,1.48415,-0.54201,999.72539,-100.82432,1.19243,Biblioteket,1.26730,2.68777,5476.50479,-89187.91920,True,False,24.07021
714,Conradt,1.07288,-0.42592,999.81380,-100.55410,0.93702,Entré,1.83846,1.85428,5474.54358,-89185.62029,True,False,3.55094
715,Conradt,0.09491,0.76340,999.82992,-100.51538,-1.67948,Östra Station,-0.84760,-0.31708,5474.06490,-89185.50819,True,False,-45.33950
716,Maki,0.35748,0.55977,999.98107,-100.07607,-1.23150,7-11,0.74768,0.67240,5477.03232,-89188.22494,True,False,-32.13528
717,Maki,2.27329,-1.48236,999.94192,-100.19510,3.26119,Biblioteket,-1.28582,0.29753,5473.90123,-89184.90723,True,False,63.63525
718,Sturm,-2.06279,3.07897,999.77715,-100.69552,-6.77373,Biblioteket,2.57349,-1.20937,5475.41862,-89186.03491,True,False,-153.25078
719,Maki,1.41443,-0.46331,999.73652,-100.80232,1.01928,Syster och Bro,0.41681,0.09479,5473.52116,-89186.05987,True,False,20.58966
720,Conradt,-0.41231,1.26625,999.69909,-100.93775,-2.78575,Östra Station,0.31945,1.44936,5475.63182,-89185.02800,True,False,-70.76609
721,Maki,1.54923,-0.30598,999.88741,-100.36080,0.67316,Alfvensalen,-0.59305,-1.01223,5475.89241,-89185.26222,True,False,27.40533
722,Sturm,2.84243,-2.01075,999.88338,-100.40284,4.42365,Biblioteket,1.73321,1.21328,5476.12451,-89186.10723,True,False,92.06294
723,Conradt,0.26627,0.74426,999.81097,-100.55523,-1.63737,Östra Station,1.60186,0.05528,5473.63799,-89185.35944,True,False,-36.78126
724,Conradt,-0.25220,1.27578,999.86736,-100.41643,-2.80671,Alfvensalen,0.94515,-2.15992,5474.93095,-89186.01235,True,False,-62.67652
725,Sturm,1.64821,-0.79178,999.70472,-100.85939,1.74191,Biblioteket,1.14857,0.06895,5474.18290,-89188.09718,True,False,32.26285
726,Maki,1.24957,-0.32761,999.86299,-100.44110,0.72075,Lindstedvägen 24,0.19695,-0.73382,5474.93251,-89186.50325,True,False,12.40979
727,Sturm,2.90655,-1.83732,999.91293,-100.28851,4.04211,Biblioteket,-1.51027,-0.79036,5472.38621,-89184.86894,True,False,95.28389
728,Conradt,0.95851,0.17208,999.75172,-100.78145,-0.37859,Lindstedvägen 24,-0.33446,0.15846,5476.35161,-89185.16054,True,False,-2.19850
729,Conradt,1.10909,-0.00559,999.71997,-100.85927,0.01229,Entré,-1.67481,-1.09829,5473.82042,-89185.55260,True,False,5.31425
730,Maki,-0.30872,1.37952,999.87820,-100.37577,-3.03494,Lindstedvägen 24,0.55490,0.42010,5473.85413,-89185.60268,True,False,-65.49710
731,Sturm,2.02706,-1.13415,999.86851,-100.44652,2.49513,Biblioteket,0.54857,0.57810,5474.07549,-89185.76888,True,False,51.28742
732,Maki,0.10956,0.94574,999.92079,-100.27497,-2.08063,Alfvensalen,-0.30375,-0.39725,5477.90363,-89186.05795,True,False,-44.56141
733,Sturm,0.89719,0.23866,999.76125,-100.70523,-0.52506,Alfvensalen,-0.87143,0.11240,5472.62967,-89186.77166,True,False,-5.25965
734,Sturm,-0.55227,1.44786,999.74312,-100.78501,-3.18530,7-11,-1.46530,0.36813,5473.88947,-89186.01318,True,False,-77.74177
735,Sturm,1.49183,-0.61289,999.79726,-100.64969,1.34835,Syster och Bro,0.82588,-1.10522,5474.74452,-89186.19648,True,False,24.48999
736,Maki,-0.31933,1.58465,999.88803,-100.34487,-3.48623,Entré,0.02291,0.87313,5473.38767,-89184.32849,True,False,-66.02260
737,Sturm,1.89492,-0.73975,999.78931,-100.61282,1.62745,Biblioteket,-2.89179,1.02210,5470.92374,-89185.55683,True,False,44.64051
738,Sturm,0.91872,-0.09734,999.92579,-100.24659,0.21415,7-11,-1.71732,1.85596,5474.14930,-89186.60300,True,False,-4.10107
739,Maki,0.00597,0.92263,999.93951,-100.19757,-2.02979,Alfvensalen,-1.07044,0.11821,5476.18592,-89186.98837,True,False,-49.73174
740,Maki,1.34752,-0.46062,999.76222,-100.70712,1.01336,Syster och Bro,-0.02070,-0.58415,5479.06623,-89185.99657,True,False,17.25721
741,Sturm,0.42419,0.53440,999.66808,-101.04638,-1.17568,Lindstedvägen 24,0.04029,0.38463,5471.88819,-89185.51819,True,False,-28.95645
742,Sturm,1.19969,-0.19292,999.83314,-100.52250,0.42442,Lindstedvägen 24,-0.25081,1.20396,5476.67222,-89186.56439,True,False,9.90084
743,Sturm,1.89647,-0.95003,999.83361,-100.53624,2.09006,Biblioteket,1.50228,0.80295,5472.90556,-89186.94218,True,False,44.74024
744,Conradt,-0.47313,1.36389,999.82741,-100.50784,-3.00056,Alfvensalen,0.73853,-0.07291,5477.37938,-89186.73882,True,False,-73.74293
745,Conradt,1.63177,-0.66795,999.89303,-100.35574,1.46948,Entré,-1.16372,-0.81562,5475.40256,-89184.71392,True,False,31.53494
746,Conradt,1.07309,0.00705,999.86068,-100.42080,-0.01551,Alfvensalen,-1.77673,1.41216,5473.71266,-89187.94976,True,False,3.58501
747,Maki,2.07734,-1.15084,999.90811,-100.28755,2.53185,Syster och Bro,0.88824,-0.49125,5478.03198,-89185.69507,True,False,53.82127
